sound,mfcc 1,mfcc 2,mfcc 3,mfcc 4,mfcc 5,mfcc 6,mfcc 7,mfcc 8,mfcc 9,mfcc 10,mfcc 11,mfcc 12,chroma_stft,spec_cent,spec_bw,rolloff,zcr 
3,-2.7726,0.0476,-3.4889,-4.1572,-11.0626,-6.721,-4.1876,-8.9788,-4.5861,-7.2385,-6.2915,-9.9597,0.2885,7093.56,8065.05,19501.0,0.2216
3,-2.7726,-1.4571,-1.2809,-2.2901,-5.2136,-5.3706,-5.4894,-4.1284,-6.3668,-3.1027,-8.8679,-2.9562,0.3306,5503.1,7243.18,18132.3,0.1526
1,-5.0389,-5.1948,-6.6162,-7.6556,-1.395,-6.213,-1.9317,-5.4093,-1.9327,-5.1937,-3.3752,-12.4499,0.192,6717.21,8399.21,20383.9,0.1711
4,-5.2893,-3.3618,-2.7077,-5.3909,-9.3165,-5.626,-3.8913,-9.1103,-11.5081,-4.4604,-3.646,-7.3932,0.2202,5153.37,7875.08,19225.6,0.0567
4,-2.7726,-2.3308,-8.0515,-5.03,-4.3324,-4.2043,-5.1977,-2.1749,-4.3125,-2.2878,-3.6589,-1.8146,0.2191,5076.48,7447.43,18558.9,0.0803
4,-2.7726,-3.0927,-9.5866,-10.2354,-2.7003,-8.6282,-2.6725,-4.4885,-2.9627,-4.0682,-6.6024,-7.5824,0.2165,6494.4,8242.87,19961.3,0.1071
5,-2.7726,-0.2601,6.8581,5.2852,8.0554,5.4237,5.74,4.3288,4.2124,3.5217,3.2555,3.9505,0.4085,5812.59,7929.07,19291.1,0.0666
2,-2.7726,-0.7695,2.5478,-1.6838,0.319,2.2637,3.8762,3.074,2.4905,1.9057,-0.5632,2.1597,0.3819,7948.26,8106.92,18748.7,0.2736
2,2.1813,1.6696,1.8659,1.7569,2.2265,2.4651,1.6309,1.49,1.7523,1.0823,2.2344,1.5079,0.36,4872.85,7439.4,17158.4,0.0908
2,-2.7726,0.5988,-1.3694,-2.1359,0.119,1.6915,3.7487,4.1676,3.2521,3.4435,2.4656,2.5233,0.358,6397.05,8100.42,19902.1,0.0696
2,-2.7726,4.1324,4.2974,4.9767,3.9604,3.953,3.9889,3.7105,4.2945,4.2042,3.5418,3.5329,0.4294,5852.29,7908.34,19479.5,0.0876
2,-2.7726,1.8214,2.4576,4.0968,4.9095,5.6806,4.5584,4.7159,4.3949,4.1083,3.886,3.0974,0.3936,5475.65,7654.65,18690.8,0.0749
2,-2.7726,-0.0008,3.5965,2.8439,3.5423,3.2181,3.7436,3.682,4.3135,4.2139,3.6509,3.2478,0.362,4786.57,7104.9,15812.1,0.0272
2,-2.7726,-0.732,4.3117,3.3731,3.3641,2.9368,2.947,2.7259,3.1186,2.7785,2.6432,2.2239,0.3706,5682.1,7671.66,19102.6,0.1356
2,-2.7726,-0.9066,4.9312,3.7904,4.035,2.7134,2.8213,3.1253,3.0595,1.8819,2.1235,2.4345,0.4188,5828.08,7811.02,19252.5,0.0849
2,-2.7726,-3.2475,5.0292,5.4085,5.1468,3.1839,2.2572,2.689,3.6361,2.4231,2.9267,3.1599,0.3959,5798.35,7897.69,19445.8,0.1229
2,-2.7726,-0.2773,4.6785,4.2733,3.9148,2.908,2.7259,2.83,2.6015,2.1578,1.1309,0.6476,0.441,5422.77,7327.7,18339.6,0.0742
2,-2.7726,-2.3602,0.7006,2.1905,1.0631,2.403,3.1634,3.6181,5.0128,3.6114,2.6969,2.7299,0.3857,5607.98,7452.58,18425.7,0.0796
0,-2.7726,-6.3465,-0.845,-2.3981,-2.17,-3.8211,-5.7274,-8.3909,-3.8147,-9.1496,-5.3065,-5.0445,0.5565,8433.26,7685.47,18646.0,0.2443
0,-2.7726,-6.415,-7.4936,-3.1536,-2.7294,-3.4122,-1.3283,-1.384,-1.9252,-1.1286,-3.4294,-3.749,0.404,9009.16,8507.14,19719.0,0.282
1,-2.7726,0.9205,0.8726,-5.0139,-2.7781,-3.4012,-3.8218,-7.5427,-6.9167,-8.9341,-5.9497,-6.7668,0.3582,6155.6,7570.6,17834.9,0.1411
1,-3.773,-10.2196,-9.6033,-6.7465,-7.5008,-7.9655,-11.9552,-10.2409,-11.2043,-5.2627,-5.6852,-5.8241,0.213,5439.2,7310.65,17528.0,0.109
1,-6.0862,-8.1994,-8.2137,-8.4533,-8.9583,-10.885,-10.8781,-12.5842,-12.6684,-6.3722,-8.8355,-6.8231,0.1878,5191.09,7380.47,16919.7,0.0725
5,-2.7726,-2.395,-1.5806,-2.1826,-8.0761,-4.5377,-7.4582,-7.8689,-7.6508,-5.9513,-5.2274,-7.4335,0.3028,6154.23,7268.94,17923.7,0.1298
5,-2.7726,-1.3851,-2.3172,-4.2928,-5.0688,-6.2542,-5.1199,-7.153,-7.2305,-6.8649,-7.1555,-10.0894,0.3195,6135.59,7166.94,17577.8,0.1363
5,-2.7726,1.3737,1.1213,-2.7556,-6.5712,-9.8516,-8.4263,-4.1061,-11.1735,-4.7202,-4.4978,-6.3662,0.2772,6287.95,7939.93,19887.3,0.1149
5,-2.7726,-0.923,-0.2494,-7.1668,-9.6178,-5.2657,-7.6118,-1.6887,-9.0297,-1.8723,-8.865,-2.0344,0.2831,5259.81,7166.38,17382.7,0.0994
5,1.744,-3.0637,-0.4558,-5.2063,-2.7352,-5.9035,-5.5516,-5.0753,-6.0307,-3.0615,-4.8903,-5.5921,0.3179,5907.41,8197.89,20086.4,0.143
2,-2.7726,1.3641,0.7921,-1.6682,-6.5143,-3.6684,-4.8478,-4.07,-6.2265,-5.438,-5.2168,-9.3966,0.3204,5148.0,7050.37,17032.8,0.0787
1,-2.5806,-0.341,-2.4812,-1.3799,-5.3497,-5.4746,-4.429,-4.4258,-5.3425,-4.2584,-7.5539,-6.0554,0.326,6994.2,8129.79,19273.6,0.1963
1,-10.0789,-7.4282,-9.2073,-8.9955,-4.2536,-6.5397,-4.8889,-7.2441,-5.9127,-8.7509,-6.777,-9.6622,0.1635,5222.33,7138.18,16956.1,0.0542
1,-2.7726,-5.7067,-7.4222,-9.5018,-9.3191,-7.6793,-5.437,-6.0976,-5.4629,-3.1576,-12.9906,-9.313,0.2557,6578.37,7574.69,18833.5,0.1147
1,-2.7726,-1.8111,-1.2836,-11.4183,-9.1496,-6.7379,-5.8665,-8.9827,-6.8373,-8.7706,-3.2889,-9.6793,0.2587,5334.01,7109.31,16930.5,0.0649
1,-3.1677,-2.755,-10.9067,-10.7579,-3.6814,-8.0687,-8.9287,-7.2794,-4.8007,-4.6124,-5.1261,-9.3095,0.2245,5700.0,7464.01,17895.9,0.078
7,-3.9327,-2.1843,-1.7261,-1.5222,-1.5278,1.6292,0.446,-1.408,0.9116,-1.3212,-0.2125,-1.0601,0.4007,7460.83,6459.68,17707.0,0.2042
3,-2.4686,-6.118,-5.5141,-5.5324,-10.2332,-10.0051,-6.9051,-6.9417,-6.4109,-5.6711,-4.341,-5.2848,0.2746,6186.23,7615.93,19011.1,0.1123
3,-5.9376,-5.3698,-8.5001,-4.9643,-11.1464,-4.5148,-7.692,-12.7571,-5.754,-5.9018,-6.6375,-6.402,0.2022,5710.94,7811.82,19083.8,0.0461
3,-2.7726,-1.9589,-4.4139,-4.1813,-6.8664,-3.9998,-5.891,-2.7091,-2.9429,-6.0148,-4.766,-5.51,0.2516,4824.73,6931.59,16514.6,0.0558
2,0.7499,-1.0132,-3.0772,-3.2264,-3.8456,-6.261,-4.1611,-7.6982,-8.5885,-6.8289,-7.9241,-6.7152,0.2606,6133.34,7960.88,19345.8,0.0953
2,-2.8806,-6.1929,-8.0796,-6.776,-9.0836,-6.8739,-6.9208,-12.4078,-8.3662,-7.2864,-12.8428,-7.7487,0.1932,6177.7,7870.89,19182.0,0.093
2,-2.7726,0.7126,-8.3071,-5.6586,-11.276,-7.1669,-5.7057,-8.5684,-5.0665,-8.6848,-5.3847,-5.7226,0.2654,4850.7,6904.52,16441.9,0.0384
5,-3.3913,-3.5226,-0.0148,2.0764,3.6819,2.2942,0.7255,0.7889,-0.1214,-1.4637,-1.4203,0.2101,0.3288,5451.82,7468.41,17716.4,0.0793
5,-2.7726,-0.7608,-1.4513,-0.9204,-1.0857,-4.0954,-5.0483,-5.708,-4.3864,-3.2274,-3.9056,-2.1944,0.3241,5666.44,7491.25,18611.9,0.1555
5,-2.7726,-1.5222,-0.72,-4.0945,-2.6425,-3.245,-4.4554,-4.4757,-3.1956,-4.2358,-2.4217,-1.2108,0.2803,4822.33,6846.87,15809.4,0.0776
5,-2.7726,3.6287,1.2324,-0.8736,2.1973,2.4685,3.7435,4.1295,4.5528,4.6261,4.4096,4.2732,0.4002,6134.27,7631.1,18231.9,0.0732
5,6.195,5.2833,7.2765,6.5974,7.6459,7.1946,6.506,6.8423,6.6485,6.2082,6.175,6.7157,0.3778,5380.1,7717.69,18058.3,0.0532
5,-2.7726,2.4809,0.3789,-1.7841,2.2094,3.9249,5.6289,5.1928,5.1278,5.3607,5.4664,4.8293,0.3747,5904.26,7873.88,19143.0,0.0947
5,-2.7726,1.8207,4.7093,4.8706,5.7795,5.6261,5.3687,5.6223,5.9698,5.4566,5.0126,5.4478,0.4529,4353.42,6919.64,15302.9,0.0451
5,-2.7726,-0.8885,1.2152,-0.9139,1.8075,3.2493,4.8621,4.8034,3.8927,5.7061,5.7407,5.3967,0.3712,4628.79,7028.0,16452.7,0.0417
5,-2.7726,0.6605,1.9061,0.9543,3.1074,3.1096,4.4796,3.6774,3.8358,4.8072,4.1333,3.5395,0.3802,5731.95,7667.42,18794.4,0.0956
5,-2.7726,-1.2087,-0.0819,-2.3309,-0.0527,1.9379,3.8363,3.4542,3.8047,2.6979,2.4314,2.201,0.3272,5535.65,7750.04,18933.1,0.1292
0,-2.7726,-0.545,4.8817,3.7325,3.5302,4.0484,3.7702,4.5661,4.5471,3.9588,2.5706,2.3295,0.3419,10133.0,8689.8,20238.5,0.35
0,-2.7726,-1.4391,-4.8188,-4.9461,-7.282,-9.084,-8.1864,-7.1344,-6.3663,-4.809,-6.5103,-6.9374,0.4835,8845.34,8234.21,19425.6,0.3167
3,-2.7726,-5.7234,3.1712,5.3821,8.3325,7.1295,3.8212,6.1441,9.9071,8.2806,8.9901,6.8684,0.5487,9250.61,8784.52,20383.9,0.2763
6,-2.7726,4.8354,5.2726,9.5903,11.1395,12.1464,10.1259,9.0047,9.6869,9.4295,9.2632,9.5575,0.4447,3400.36,6784.52,10377.7,0.024
2,-2.7726,2.0204,5.8125,4.0656,3.5412,4.2395,3.0756,3.821,3.2879,4.0284,3.5436,3.6122,0.4682,3725.73,6366.54,11364.1,0.0291
1,-2.7726,-1.5255,-3.4027,-4.1845,-6.1311,-6.3656,-3.6152,-2.7767,-1.5939,-0.0109,-0.0121,0.8742,0.4259,6069.67,7890.3,19581.8,0.1881
1,-2.7726,-1.9692,1.5211,1.0578,1.2963,0.5718,0.4718,0.9169,1.3445,-0.2318,1.1015,1.3726,0.3913,5460.13,7635.72,18851.0,0.1092
1,-2.7726,-4.3684,2.974,-0.3237,1.3938,0.1599,1.2621,0.55,1.5072,1.6426,1.308,2.225,0.4224,5876.08,7759.36,19320.7,0.1285
1,-2.7726,0.9905,0.4813,0.9736,1.0074,0.673,0.1328,0.2075,-0.5165,-0.0666,-0.0639,-0.9728,0.4137,5162.58,7354.61,17738.0,0.0656
1,-2.7726,-0.1583,0.3201,-0.0664,0.1099,0.3156,0.6772,-0.6665,0.5752,0.6237,-0.1694,0.8667,0.4388,4279.91,6765.88,15639.8,0.0429
1,-2.7726,-0.1353,0.6018,-1.5772,-0.0361,0.1019,0.4536,0.1933,-0.2462,0.5853,0.3627,-0.238,0.491,4774.57,7002.81,16575.2,0.0811
1,-2.7726,-1.7769,1.3658,-0.8904,-0.1667,0.449,0.5811,1.2031,1.703,1.3064,1.4644,1.8531,0.4284,4902.45,7166.77,16983.0,0.0803
8,-2.7726,-3.0432,-2.5006,-1.1123,-2.6752,-5.9264,-2.514,-2.9142,-1.0936,-2.8629,-3.8236,-1.8572,0.3931,7604.66,5130.38,15213.2,0.1748
4,-2.7726,-2.7726,-1.5096,-5.9714,-2.6083,-5.6719,-4.8581,-0.7719,1.519,-0.2977,-0.3313,-1.7029,0.346,5098.68,6664.75,15670.8,0.0814
3,-2.1776,-0.5109,-3.3993,-1.048,-0.4248,0.8001,-0.2409,2.0335,2.269,1.5907,0.9709,2.267,0.5163,7156.89,7339.44,18868.5,0.2057
3,-2.7726,1.6659,6.0186,7.2941,8.6249,8.9464,8.3214,8.7484,7.9476,9.1056,9.442,7.5551,0.4552,5532.23,7338.32,17409.6,0.0435
3,-2.7726,3.4686,4.1813,6.9389,7.124,8.6783,9.3154,8.7752,11.1687,9.5452,8.0444,6.7966,0.4494,5868.02,7403.83,17771.6,0.0569
3,5.3517,6.6248,7.418,7.3438,6.9999,5.5749,7.3687,9.4753,8.26,6.0239,6.8892,6.1262,0.449,8194.87,8195.37,19821.3,0.1756
5,-2.7726,-2.0043,-1.8682,-1.5532,-4.7951,-5.1005,-1.107,2.5854,3.1223,5.4033,6.5441,6.3214,0.3864,6568.21,6182.0,16000.5,0.1229
5,-2.7726,-4.4103,2.5543,0.3118,-1.6358,1.9568,2.6427,0.3366,-1.3594,-1.2696,-1.993,-2.5878,0.3313,5916.14,6543.57,15968.2,0.0936
5,-2.7726,0.334,1.1095,-0.5304,-0.2414,-1.0429,-1.1815,-0.0837,-0.4723,-0.7071,0.1641,-1.6304,0.4665,4895.04,7067.63,16585.9,0.1348
3,0.2034,0.1193,-4.0195,-4.6941,-1.6343,-1.3422,0.9098,-4.0614,-1.6275,-2.1496,-8.3679,-3.928,0.3799,6399.88,7439.7,18759.5,0.1489
1,-2.7726,-1.0179,-8.7501,-4.5888,-3.5516,-6.144,-6.2287,-10.0301,-4.1015,-8.9159,-4.491,-9.5511,0.2793,5247.65,7006.06,17022.0,0.0848
1,-2.7726,-1.1652,-4.0795,-9.845,-3.1925,-4.6137,-5.5344,-2.0338,-8.249,-3.512,-5.1262,-6.469,0.1979,4541.0,6864.67,16476.9,0.0436
1,-2.7726,0.9343,-4.6817,-5.5856,-12.0453,-10.9502,-6.6464,-4.199,-7.2114,-5.8248,-7.8186,-2.8782,0.2849,5176.64,7389.65,17568.4,0.1017
1,-2.7726,0.4913,-8.9018,-9.6413,-11.1318,-10.977,-3.5131,-4.9043,-1.4478,-5.1544,-3.6074,-5.7155,0.2826,5217.86,7351.41,18304.6,0.0999
1,-2.7726,-4.1487,0.1634,-1.7743,-8.1996,-1.9009,-3.4876,-5.7582,-6.4281,-7.378,-7.0496,-10.8263,0.2683,5133.71,7290.34,18191.5,0.0793
5,-2.7726,-0.9542,-0.4109,-2.6516,-3.4996,-3.6637,-2.5408,-3.709,-4.4054,-3.0368,-3.863,-3.9113,0.3247,7229.84,6540.39,17044.9,0.1725
5,-2.7726,-1.5986,-7.6513,-4.6382,-7.1256,-6.0267,-3.4152,-6.4228,-4.9123,-7.0303,-10.329,-11.0582,0.2502,5383.82,7108.35,16643.8,0.0936
5,-2.7726,-1.147,-6.0805,-6.1208,-5.5822,-8.8519,-4.4172,-4.6355,-7.7271,-5.6839,-5.819,-7.9536,0.2298,6193.85,7589.76,18506.4,0.115
3,-1.9744,0.2643,2.4378,1.4979,2.2142,3.1275,5.7834,7.3349,7.9417,9.8945,8.8011,9.2232,0.3986,8293.04,8317.34,20257.4,0.1691
2,-2.7726,-1.0865,3.1581,-0.5122,2.4617,2.4482,2.2731,-0.8969,-1.435,-4.2511,-6.9236,-8.9416,0.39,5709.2,7431.4,17454.0,0.08
2,-2.7726,-0.7868,-2.1679,-2.1308,-1.0196,-2.36,-2.6645,-2.2563,-5.2438,-3.9866,-4.4924,-6.9468,0.2944,4546.66,6665.21,15362.6,0.041
2,-2.7726,1.985,-3.8221,-4.7847,-6.7243,-4.8405,-3.7036,-4.1241,-2.8436,-4.6396,-4.8948,-2.4066,0.3496,4891.34,7017.2,16921.1,0.0446
2,-2.7726,0.0019,-1.6252,-3.6075,-4.7947,-4.5373,-6.3365,-5.7307,-8.0418,-7.9404,-5.4015,-5.5073,0.3057,5051.12,7269.55,17108.1,0.0665
2,-2.7726,-12.2509,-6.1816,-5.5424,-5.2319,-7.0055,-6.7336,-8.0298,-13.2916,-7.7764,-6.2883,-4.6683,0.427,6601.48,7780.06,19211.7,0.1834
0,-2.7726,-3.7099,-2.7999,-5.8047,-5.5508,-6.2045,-6.8013,-5.5331,-5.5731,-7.5238,-5.7146,-4.5548,0.417,9029.48,8487.14,19431.9,0.2718
1,-2.7726,-1.367,-3.6251,-4.2605,-6.5299,-6.1057,-4.8038,-3.7973,-4.7328,-5.8991,-8.4492,-6.1641,0.504,8150.54,7789.36,19004.4,0.2446
1,-4.8746,-3.3922,-7.5796,-8.3356,-2.7979,-6.4194,-5.7753,-9.2328,-7.7639,-8.3422,-9.3258,-10.349,0.5541,8152.72,7908.46,20007.0,0.2917
0,-2.7726,-0.4642,-1.4691,-0.9095,-3.135,-5.8752,-6.5203,-6.4463,-4.1694,-5.6984,-7.9537,-8.4308,0.396,9463.25,8564.37,19848.2,0.2982
1,-0.9162,-7.1277,-5.9347,-6.6357,-11.0197,-12.4581,-7.2096,-4.5564,-8.2419,-6.6785,-5.4552,-6.1677,0.2834,4856.27,7286.58,17061.5,0.0912
1,-9.7947,-6.714,-5.7347,-9.6669,-8.458,-7.4362,-4.0503,-9.8929,-5.3785,-8.9405,-4.6561,-7.4742,0.2274,5569.86,7638.11,19241.3,0.1348
1,-2.7726,-2.8482,-10.0806,-7.0884,-5.3538,-8.5772,-3.6953,-4.1925,-4.3525,-5.023,-3.8484,-5.0358,0.2213,5192.26,7219.65,18113.5,0.0695
3,-2.7726,1.3944,0.1494,-0.9457,-4.8995,-5.0664,-4.7783,-1.2034,-1.7165,-7.7665,-3.7122,-2.0378,0.2704,5615.39,7371.01,18367.8,0.1071
3,-2.7726,-0.9753,-4.0828,-2.3868,-6.785,-6.1537,-6.9273,-7.551,-4.2706,-5.2672,-5.2009,-8.1988,0.2449,6317.96,7451.01,18577.8,0.1478
3,-2.7726,-7.095,-0.2121,-2.9973,-6.267,-7.8099,-4.3525,-4.5298,-8.4974,-2.5693,-9.6805,-4.9451,0.3104,6359.15,7592.99,18777.0,0.1467
1,-1.777,-4.8745,-2.4479,-4.8748,-6.9725,-9.1554,-9.2561,-6.4687,-3.9209,-5.3442,-3.5195,-3.4906,0.2335,6517.8,8078.53,19930.3,0.1234
4,3.3486,1.1724,-2.2458,-4.2943,-5.9653,-6.93,-5.0557,-3.9165,-4.7304,-9.8336,-7.0972,-8.5035,0.2149,4673.65,7107.17,17129.7,0.0554
4,-2.7726,0.4059,-10.8223,-4.1093,-4.9783,-4.9383,-5.0175,-3.0511,-3.9847,-2.616,-3.9991,-2.0743,0.2096,4844.63,7276.06,17530.7,0.0595
4,-2.7726,-3.9984,-5.2184,-3.8754,-4.1583,-4.3784,-3.9741,-3.6876,-4.1146,-4.945,-6.7178,-3.0931,0.2349,5869.8,7807.14,19336.8,0.0805
5,-2.7726,0.8713,5.2381,3.6874,3.2354,2.423,0.8039,0.03,0.1292,0.2732,0.3037,0.8101,0.3919,5650.49,7732.11,18419.0,0.1092
2,-1.168,-1.2939,-0.8503,-1.1747,-0.7501,-1.16,-1.5461,-0.4661,-0.4071,-0.0662,0.0096,0.7193,0.2856,4915.27,7168.82,16620.9,0.0926
2,-0.2022,-0.9595,0.8114,1.7056,2.6926,2.3233,2.034,2.3899,2.2398,1.0342,1.27,1.3743,0.3931,6315.18,8056.57,19969.4,0.1604
2,-2.7726,-0.5925,4.4721,3.85,2.7862,1.2565,1.0846,1.6908,1.7068,1.2481,1.9135,1.0924,0.4401,5136.74,6664.93,15728.2,0.0787
2,-2.7726,3.7234,0.4993,0.6059,1.6702,1.5265,1.6243,1.2434,1.2431,2.3673,1.8191,2.3478,0.3719,5145.63,6968.67,16482.3,0.1012
2,-0.8487,0.9105,2.3581,3.2944,5.1095,4.9033,4.7656,4.0225,4.4132,4.5054,4.4009,5.3038,0.3517,5697.39,7554.38,17917.0,0.0789
2,0.6827,0.7272,3.5644,2.9496,4.266,4.3379,3.8858,4.316,4.1704,3.6228,3.6836,3.6494,0.3554,5075.25,7144.03,16791.9,0.0915
2,-2.092,-0.7779,0.5588,1.94,2.773,2.8547,2.8507,3.2399,3.6742,3.2372,3.7039,3.2962,0.3546,4440.56,7046.58,15787.9,0.0699
2,1.2347,1.9971,3.0106,3.2455,2.736,3.2868,2.7234,2.8501,3.2785,2.4551,2.3667,3.3607,0.3417,5415.94,7861.08,18416.3,0.0739
2,4.1477,3.4599,2.662,3.3563,3.5042,4.044,3.63,3.5744,4.0544,3.7719,4.4606,4.1336,0.4195,5863.57,8284.71,20442.2,0.147
2,4.123,3.4917,3.1193,3.9566,3.9666,3.5505,3.366,2.8056,2.1678,3.1909,3.133,4.5892,0.4246,6298.8,8301.37,20386.6,0.1809
2,-2.7726,-4.8672,2.913,0.9598,2.2458,0.8801,0.3614,0.5705,1.3964,-1.6196,-0.9851,-3.1907,0.3537,6551.22,7728.27,19091.9,0.1724
0,-2.7726,1.1295,2.2738,-0.4597,1.023,2.0365,1.1918,-0.2254,-1.3286,-3.8408,-6.3786,-4.0247,0.414,10112.9,8578.41,20126.8,0.3987
1,-5.3213,-5.5573,-3.3771,-5.065,-2.7535,-4.0853,-7.2093,-5.7109,-6.7699,-5.1331,-2.522,-1.7343,0.2572,4959.83,7310.08,17863.1,0.0837
1,-5.0598,-3.0281,-8.5467,-7.4648,-5.4984,-6.2016,-3.3765,-5.4489,-2.3774,-2.4072,-2.8179,-0.8896,0.2651,4495.55,7199.46,17459.4,0.0829
1,-1.7095,-4.1026,-5.3214,-4.7281,-6.2612,-4.1743,-15.3387,-4.5766,-9.0254,-9.0251,-6.0526,-9.8275,0.2268,5395.7,7588.7,17529.4,0.1528
5,-2.7726,-0.8403,1.8888,-0.3924,-4.4967,-7.1162,-11.1031,-6.1442,-6.4159,-5.2473,-2.8085,-5.2294,0.3416,5723.08,7701.81,19102.6,0.1333
5,-2.7726,0.631,-0.6249,-3.2929,-8.5412,-2.1583,-6.1822,-2.4249,-6.3155,-2.8335,-3.8649,-2.7969,0.3363,4724.86,6949.75,16742.1,0.0905
5,-2.7726,-2.3871,-1.1874,-5.5693,-3.3171,-5.2373,-1.7446,-9.0236,-3.7219,-5.7026,-4.5446,-6.1238,0.2997,5257.8,7292.97,18017.9,0.0793
2,-2.7726,-1.0864,-2.2277,-6.202,-3.9726,-5.7613,-5.3355,-10.1979,-5.3333,-4.85,-3.3157,-4.9603,0.3278,6495.86,7718.52,18213.1,0.1441
1,-2.4922,-6.5163,-4.9829,-5.082,-3.8712,-5.8206,-6.6079,-9.4364,-3.7412,-5.114,-3.7774,-6.0365,0.2295,4899.63,7401.2,17844.3,0.0779
1,-5.4787,-12.9958,-8.9023,-10.7959,-5.2743,-3.3908,-8.8188,-5.9021,-6.422,-7.6363,-8.7882,-8.6799,0.3112,6002.42,7794.6,19379.9,0.1588
1,-2.7726,1.3273,-1.9102,-2.9808,-16.4474,-2.8027,-0.81,-5.1879,-11.5514,-2.1633,-4.333,-11.3816,0.2488,4672.62,7059.04,16034.2,0.0586
1,-2.7726,0.0773,-0.7854,-8.0915,-6.478,-6.1351,-6.7594,-4.6519,-6.1526,-4.2724,-5.1606,-2.2668,0.2264,5202.26,7298.94,17931.8,0.0736
7,-2.7726,1.9554,3.3795,-0.5213,2.0152,0.2679,1.3482,0.1284,-2.0636,0.0474,-1.9004,-1.5064,0.3434,6768.67,6034.93,16666.7,0.1638
3,-2.7726,-2.7726,-1.5856,0.8548,-3.009,-5.8389,-5.049,-7.4093,-8.1733,-4.0324,-5.5322,-3.7982,0.3209,5095.14,6704.36,16571.1,0.1063
3,-5.5026,-8.3852,-4.815,-2.8884,-2.6177,-2.7852,-4.7015,-6.2402,-3.3333,-5.4741,-2.5364,-5.303,0.2506,5609.52,7714.65,18871.2,0.1017
2,-2.1995,-2.8701,-2.7166,0.5183,-0.2729,-4.0341,1.0434,-4.3228,-5.0801,-5.1002,-5.6088,-7.6423,0.3298,8536.74,8487.05,20375.8,0.2778
2,-8.5151,-7.0942,-8.6626,-8.4629,-6.2747,-9.1771,-9.1552,-5.5915,-7.2914,-5.2922,-5.9323,-7.3097,0.212,5728.62,7487.7,18494.3,0.0581
2,-5.298,-6.1004,-8.1823,-7.1032,-6.4146,-7.8646,-8.1379,-11.4602,-9.2425,-7.0627,-7.4742,-8.0397,0.23,6462.74,8122.67,20153.3,0.0765
5,-2.7726,-2.7726,-0.6064,-0.9764,-1.4958,-1.1303,-2.3034,-4.5697,-2.6848,-0.4836,0.9928,0.6383,0.353,5710.66,6612.46,15946.7,0.1327
5,4.9096,2.2031,0.627,0.3018,-0.525,-0.233,-1.0385,1.5179,-0.5623,-0.4071,0.019,0.7914,0.2904,4314.25,6850.48,13914.5,0.0429
5,-2.7726,-0.9039,-1.7669,-1.5238,-0.8416,-1.5263,-1.8269,-3.2193,-5.218,-3.2041,-1.4373,-2.9744,0.3346,4915.64,6662.99,15250.9,0.0689
5,-2.7726,-3.0016,-2.3736,-4.8461,-3.276,-2.9393,-1.8232,-0.2876,-2.2936,-0.1236,-0.4956,-1.9055,0.2971,5057.51,6793.59,15844.4,0.0536
5,-2.7726,1.0058,1.9974,4.3499,6.2183,6.5575,5.8855,7.6756,5.1807,4.5653,4.0505,3.717,0.4394,6111.84,7349.49,17759.5,0.0737
5,-2.7726,0.9864,-2.5101,-4.573,-0.8536,1.9531,4.0076,3.5702,4.7977,3.8814,2.7272,4.3798,0.3457,6458.11,7557.99,18288.4,0.0909
5,-2.7726,-1.8304,5.2735,4.449,4.5449,4.157,5.7633,5.1572,4.9558,5.7145,7.0391,6.2619,0.3806,6518.77,8112.38,20038.0,0.069
5,-2.7726,-0.6551,3.5459,1.5068,6.8701,6.5746,9.0041,7.882,7.8873,7.9087,7.7541,10.0018,0.4133,4558.9,6792.84,15495.8,0.0389
5,-2.7726,1.1002,3.7701,4.8253,6.7808,6.8113,6.2009,6.8846,5.9674,5.7539,7.1171,5.9592,0.4063,4403.42,6819.6,14586.1,0.0445
5,-2.7726,-1.0196,5.8694,3.8509,6.2361,5.6721,7.5091,7.0273,7.1112,7.0214,7.1602,6.2096,0.4585,4187.06,6439.22,12955.8,0.0221
5,-2.7726,4.3725,2.9946,4.2612,5.0089,6.2226,7.3684,7.3106,6.4508,7.8157,7.6042,7.8552,0.4234,5643.51,7788.05,19305.9,0.0823
5,-2.7726,1.9211,7.1304,7.6346,8.477,9.2156,7.0951,7.689,7.9992,8.0833,8.9023,8.4771,0.4289,4791.1,7185.48,16608.8,0.0511
5,-2.7726,0.8172,7.6636,7.0249,10.0924,10.1163,9.1705,10.1533,9.4802,9.5445,11.1036,9.5469,0.4285,4783.06,7295.2,17404.2,0.0378
5,-2.7726,1.1843,4.5052,4.9676,7.561,8.1613,7.8872,9.1622,8.0911,8.9591,9.8762,9.2544,0.4302,4607.38,7050.71,16279.1,0.046
5,-2.7726,5.8929,1.5703,4.1476,5.5939,6.7932,7.3986,7.319,8.1693,6.6467,6.8908,7.0402,0.409,6392.08,8187.77,20101.2,0.0603
5,-2.7726,2.9457,4.8426,3.29,4.0931,5.6145,7.1874,6.331,6.2765,6.6385,7.7379,6.5568,0.4451,6477.26,7763.13,19042.5,0.1269
5,-2.7726,-2.0574,3.7432,1.4754,4.0798,4.6385,5.483,5.756,7.0409,7.2174,6.5277,6.802,0.3769,5453.3,7550.89,18318.0,0.0571
0,-2.7726,-0.1123,-2.9585,-2.4082,-2.9846,-1.3198,-1.9322,0.8822,0.9069,1.0917,1.9106,0.933,0.2845,10211.0,8823.79,20396.0,0.4193
