sound,mfcc 1,mfcc 2,mfcc 3,mfcc 4,mfcc 5,mfcc 6,mfcc 7,mfcc 8,mfcc 9,mfcc 10,mfcc 11,mfcc 12,chroma_stft,spec_cent,spec_bw,rolloff,zcr 
3,-2.7726,0.9184,5.6044,5.3029,6.1705,9.6266,8.5464,9.7968,11.11,8.2646,10.4159,7.8507,0.5409,3138.53,5409.47,4297.22,0.0349
3,-2.7726,2.7602,6.6565,10.4795,9.5503,9.9586,8.2454,9.7512,9.7811,10.5382,8.599,8.8963,0.5384,2928.21,5286.24,4015.94,0.0222
3,-2.7726,0.791,1.4276,4.1453,7.3599,8.9738,7.4957,7.6895,6.9023,8.3129,7.4095,8.6585,0.5086,3821.77,5872.41,5332.16,0.0422
3,-2.7726,2.7456,3.5229,10.1772,7.9169,9.2648,7.1342,7.4094,7.1985,7.6073,6.7242,7.621,0.6196,3281.2,5483.77,4548.89,0.0154
3,-2.7726,-4.543,8.0525,6.4526,9.2877,8.2131,8.6151,7.8435,8.7975,10.5293,10.1453,10.2247,0.6101,3266.33,5260.95,4730.13,0.0194
3,-2.7726,0.085,2.6246,1.3892,5.5019,9.0327,8.4406,8.7415,8.7862,7.4888,7.998,7.5529,0.5397,3272.83,5640.48,4935.14,0.0497
3,-2.7726,1.6188,2.3383,5.3718,9.8515,9.3114,9.4413,7.814,8.8973,9.0057,11.527,8.66,0.5047,3482.52,5713.6,4901.5,0.0384
3,-2.7726,-0.6668,5.1107,4.8008,5.6335,9.7144,8.4891,8.2619,7.2448,8.7779,8.3219,9.0783,0.5107,3205.57,5351.97,4312.02,0.0331
3,-2.7726,3.6681,4.1648,6.9603,9.188,8.1906,9.2294,8.6592,9.6221,8.7074,8.3069,7.7504,0.5292,2975.17,5388.82,4037.48,0.0253
3,-2.7726,3.7398,1.3964,7.318,12.1041,10.9073,11.7508,11.8419,12.6224,13.5303,10.129,7.9226,0.5969,2612.83,5199.14,3967.49,0.0161
2,-2.7726,-2.7726,-3.7474,-8.2581,-0.4407,0.8796,0.3617,1.202,2.247,0.0167,1.5791,1.1413,0.4516,2272.0,4521.93,2052.38,0.0253
2,-2.7726,-2.945,0.2884,-0.3533,1.2327,1.5425,0.8374,1.5207,1.1509,-0.7264,-0.2417,-0.0242,0.4607,2455.2,4829.72,2430.56,0.0243
2,-2.7726,-2.7726,-0.6823,1.4117,0.1724,1.0255,0.0791,0.0668,1.6334,-0.0766,-0.521,0.8522,0.4153,1982.84,4320.69,1746.88,0.0206
2,-2.7726,-2.7726,5.8188,1.4333,-0.0262,-0.1948,-1.1758,-1.3081,-0.7443,-0.2604,-0.621,-0.5382,0.3674,1985.42,4199.73,2043.86,0.0194
2,-2.7726,-2.2416,0.7885,-1.7193,-0.885,-0.1296,0.0367,1.1958,1.6921,0.9684,1.5696,1.5802,0.4118,2321.24,4848.72,2386.15,0.02
2,-2.7726,-2.7726,2.4647,1.2535,0.2676,0.559,0.9143,0.529,0.758,0.3741,0.6764,0.8859,0.4104,2192.36,4493.42,2255.6,0.0238
2,-2.7726,-2.7726,1.1908,0.5167,0.0161,-0.127,0.2138,-0.1972,1.2806,0.4743,0.0345,0.8765,0.4004,1983.07,4277.61,1913.76,0.0183
2,-1.5237,-0.093,0.9616,0.5425,-0.1056,1.0795,1.3133,0.1453,0.8916,0.8431,0.0714,1.3717,0.4416,2474.3,5290.63,1958.18,0.034
2,-2.7726,-2.7726,0.0058,0.486,-0.6442,-0.0591,-0.5071,-0.562,1.1252,0.8266,0.4277,1.1271,0.4112,1840.13,4216.93,1694.39,0.0217
2,-2.7726,-2.7726,0.9083,-2.2903,-0.5834,0.4234,2.1257,1.6001,1.9185,2.7033,0.8587,1.6478,0.3722,1915.75,4182.4,2074.37,0.0197
2,-2.7726,0.9265,2.421,0.3228,2.548,0.9159,0.7004,1.5272,2.5162,1.7718,2.0525,2.4111,0.4529,2306.4,4798.26,2535.53,0.0237
2,0.6212,-0.1461,1.1307,0.2922,-0.2659,1.5171,0.2916,-0.2098,1.3599,0.8141,0.4279,1.8708,0.3823,2348.19,5095.03,2127.75,0.0252
2,2.3923,0.1446,1.1358,1.6735,1.0426,0.5307,1.3566,1.1709,1.2744,1.1935,0.498,0.8089,0.4516,2314.94,5031.36,1870.7,0.0306
2,-2.7726,-2.7726,-2.1401,-2.0709,-2.0203,0.7562,0.9002,0.7429,1.7177,1.3038,0.8083,1.1482,0.4033,2165.25,4448.58,2430.56,0.0247
2,0.3958,-0.4023,0.9233,1.305,0.3094,1.0219,1.0429,0.4497,0.3127,0.0988,-0.339,-0.3108,0.4081,2336.0,5097.84,1857.24,0.0339
2,-2.7726,-0.459,0.15,3.2177,1.8695,0.3347,0.9296,0.7726,-0.4357,0.1218,0.6471,0.7366,0.4571,2290.71,4639.03,2583.98,0.0186
2,-2.7726,-2.7726,-1.7753,-0.8512,0.0357,0.9226,0.8279,0.8514,0.8254,0.8766,0.9332,1.735,0.3821,1999.49,4375.26,1889.54,0.0253
2,-2.7726,-1.728,1.0081,-0.8771,1.214,1.3715,-0.4846,-0.1997,0.5027,0.3061,0.5981,1.3058,0.4133,2390.45,4849.89,2445.36,0.0292
2,-2.7726,-2.1013,1.0781,0.5934,0.6061,0.6915,0.3519,0.4618,0.5918,1.2797,0.4845,1.1798,0.3894,2315.7,4689.01,2535.53,0.0208
2,-2.7726,-2.7726,-1.1992,4.7013,1.5845,0.7159,0.9033,0.591,0.3819,1.3626,0.3291,1.0543,0.3829,2061.39,4363.21,1915.11,0.0161
2,-2.7726,-0.7039,-3.4902,-0.349,-0.1009,-0.4651,0.8484,1.4098,1.4396,1.4484,0.808,0.5907,0.3864,2350.64,4731.1,2426.52,0.0226
2,-2.1994,1.2151,0.88,0.3118,1.0583,1.0042,-0.0352,1.1297,0.6546,-0.2581,0.2952,0.6986,0.3926,2166.46,4854.73,1851.86,0.0203
2,2.8954,-0.8936,0.7171,1.4831,1.7357,1.307,1.2595,1.9861,2.0171,1.2689,2.0415,1.9681,0.3835,2322.27,5060.84,2081.99,0.032
2,-2.7726,-0.4059,2.7368,1.3865,1.4234,0.1008,0.5863,0.0575,0.8773,-0.0604,0.5879,0.6719,0.4084,2282.26,4744.64,2399.61,0.0201
2,-2.7726,-2.3578,-0.4731,-1.4897,-2.1501,-0.1946,0.7354,-1.0785,-0.0988,1.1236,-0.7252,0.1904,0.4029,2288.83,4797.04,2383.46,0.0185
2,0.0419,0.5645,0.7324,0.4602,0.0503,-0.0338,0.8735,0.024,-0.3384,0.8404,0.349,-0.2113,0.3702,2318.3,5011.82,1892.23,0.0244
2,-2.7726,1.1642,-1.4286,2.6536,1.7043,0.5291,0.4782,1.9343,0.806,1.541,2.945,0.924,0.4749,2526.41,4894.94,2967.99,0.0216
2,1.0475,2.3575,1.1526,0.4618,0.4942,0.5356,1.0467,0.252,1.1523,1.9621,0.7126,1.4551,0.3889,2258.27,5014.79,1885.5,0.0213
2,-2.7726,-0.8144,-6.6081,2.3557,0.8124,1.2408,2.0918,2.0444,1.6751,1.0623,1.2282,-0.4993,0.4127,2252.79,4761.96,2328.28,0.0185
2,-2.7726,-3.5398,-2.292,-1.0124,-2.2848,0.1829,0.611,-1.1341,-0.538,1.0581,-1.3834,-0.3419,0.3973,2250.33,4727.43,2330.97,0.0216
2,-2.7726,-1.8255,-3.4585,0.5718,-1.0048,0.6502,1.4102,0.2415,0.2401,0.9831,0.5012,0.4555,0.3659,2326.44,4765.16,2415.76,0.0218
2,-2.7726,-0.2357,-2.1993,3.7789,1.3514,0.4877,1.6424,0.8731,0.5427,1.24,0.7488,0.3854,0.3861,2346.45,4902.38,2680.88,0.0262
2,-2.7726,-3.9088,0.6934,1.2251,1.1742,-0.1768,-0.3234,1.2357,0.311,0.3641,1.2666,0.0055,0.4167,2196.54,4574.53,2467.35,0.0179
2,-2.7726,3.2039,-2.6737,3.0701,0.7926,1.0554,1.1228,0.4962,0.808,1.4026,1.672,1.0118,0.3606,2216.55,4657.98,2384.8,0.0194
2,-2.7726,-0.4517,-0.671,-1.717,1.6633,-0.048,-0.6191,0.3252,1.1241,-1.4929,-0.1197,0.439,0.3443,2275.81,4683.79,2435.94,0.0191
2,-2.7726,-1.6751,-1.1093,-0.5426,-1.5797,0.9903,2.4505,1.529,1.695,2.2854,1.6741,1.8188,0.3661,2358.95,4849.88,2571.87,0.0219
2,-2.7726,-2.2415,3.1405,-1.3514,1.5484,0.3315,1.4136,1.7071,1.5378,1.4237,1.321,1.319,0.3957,2229.95,4740.13,2259.64,0.0225
2,-2.7726,-0.625,1.2531,5.0467,2.6108,1.9608,1.3992,1.4567,2.2408,2.5054,0.863,0.7834,0.3991,2362.61,4852.27,2479.01,0.0227
2,-2.7726,0.3408,-2.7493,0.0223,1.232,0.9162,0.4485,0.9368,0.1568,0.3648,1.8613,0.3085,0.3891,2585.43,4809.48,3138.46,0.0182
2,-2.7726,2.4903,-3.3563,3.1721,0.8241,0.8076,1.1514,0.645,0.5498,1.3862,1.3843,-0.0379,0.3473,2223.56,4726.39,2376.73,0.0206
2,-2.7726,-3.1302,-1.1274,-0.2608,1.4186,2.1877,-0.2026,0.5492,1.241,0.3441,0.5059,1.0745,0.357,2299.52,4674.22,2499.2,0.0236
2,-2.7726,0.3712,-1.7429,0.205,-0.81,1.0056,2.0237,1.2896,0.3876,1.1731,1.0298,1.2838,0.3573,2576.51,4975.37,2849.11,0.0215
2,-2.7726,-1.4561,2.8272,2.3235,0.0776,0.878,1.0851,0.6398,1.2218,1.4373,0.133,0.3902,0.389,2564.23,5069.09,2705.11,0.0256
2,-2.7726,-1.3405,-1.1992,1.116,0.2623,0.2377,-0.0662,-1.1033,-0.0539,1.1984,0.1563,0.3404,0.4071,2327.31,4798.06,2335.01,0.0221
2,-2.7726,-3.5712,2.2138,0.8791,2.0156,1.3606,0.8536,2.0869,0.6107,0.8991,1.5229,0.7319,0.472,2367.5,4696.01,2967.99,0.0213
2,-2.7726,-0.6228,-3.9969,3.222,1.6709,1.841,2.4056,1.0019,1.045,1.55,1.1015,0.4187,0.3727,2249.12,4774.82,2515.35,0.019
2,-2.7726,0.0794,-1.1079,-0.0414,1.6055,0.3994,1.6239,2.556,1.2952,1.2388,0.9485,0.6979,0.4009,2300.88,4750.21,2754.9,0.0189
2,-2.7726,-5.2354,0.2022,-0.3148,1.0467,0.3284,1.186,1.448,0.5449,0.5237,1.7182,1.4771,0.3823,2545.97,4902.02,2894.87,0.023
2,-2.7726,1.3951,0.6341,-1.0923,1.3292,2.1417,1.408,1.62,3.0497,1.893,2.5211,2.8739,0.3777,2358.18,4784.48,2519.38,0.0195
2,-2.7726,-6.1076,-2.5377,0.4041,2.3527,3.0055,1.6889,1.7969,3.305,1.0453,1.4354,2.7586,0.3753,2241.83,4644.05,2539.57,0.019
2,-2.7726,-2.7726,1.1133,0.5785,1.4253,1.7125,-0.286,0.3965,1.6397,0.249,0.9865,1.5774,0.4073,1870.88,4161.35,2052.83,0.0163
2,-2.7726,0.4694,-1.0795,0.1854,1.6604,0.7462,2.0907,2.602,1.2096,2.3295,1.1182,0.9527,0.3796,2270.83,4789.46,2383.46,0.0193
2,-2.7726,-2.7726,-0.9871,1.9655,1.5753,1.9826,1.5946,2.8695,1.1488,0.1061,1.2138,2.6889,0.3598,2021.76,4392.92,2081.99,0.0172
2,-2.7726,0.2421,-2.522,2.4676,1.6137,1.5766,1.4463,1.179,1.4343,1.3913,1.1674,1.5938,0.3822,2509.08,5069.81,2839.69,0.0227
2,-2.7726,-2.7726,1.244,1.0461,-0.6245,1.6029,2.4463,0.8866,0.9869,1.9463,0.8573,1.2031,0.3332,2126.6,4603.28,2352.5,0.0188
2,-2.7726,0.391,-1.0343,-0.0362,1.6495,1.3677,2.5326,1.4005,0.5175,1.2531,1.6239,1.4318,0.4487,2201.44,4611.56,2499.65,0.0166
2,-2.7726,-2.7726,0.6627,0.9046,0.4007,1.7082,2.5031,1.3639,2.2042,2.8746,1.5178,1.7096,0.352,1909.18,4375.79,1962.21,0.016
2,-2.7726,-2.7726,1.7039,4.1598,1.5454,1.2812,1.8569,-0.0053,0.0531,1.0047,1.0682,1.2119,0.3351,2053.56,4459.25,1937.99,0.02
2,-2.7726,-4.5529,1.8027,1.502,2.738,1.223,0.5067,2.1486,0.9827,1.4926,2.1757,1.6748,0.3861,2373.14,4890.17,2776.44,0.0187
2,-2.7726,-3.5592,-0.4935,0.8937,1.6504,2.0253,-0.0779,0.4834,1.104,0.3913,0.5213,1.2384,0.3606,2338.11,4720.53,2663.39,0.0198
2,-2.7726,-0.8279,-6.5025,-1.7208,-1.099,1.1208,2.667,1.0873,1.2393,2.0068,0.8616,1.0555,0.3747,2234.12,4758.84,2330.97,0.0172
2,-2.7726,-2.9683,3.7502,1.6876,2.715,1.7323,1.3629,2.3666,1.4866,1.5895,1.7233,0.7651,0.4563,2095.96,4488.49,2487.08,0.0138
2,-2.7726,-2.7726,-0.8513,3.8372,2.1251,1.8008,2.454,1.7896,1.6668,1.3914,1.5261,0.0432,0.3341,1883.27,4268.15,1796.68,0.019
2,-2.7726,-3.6663,-1.216,1.2385,1.4371,0.9331,-0.718,0.4752,2.3361,1.5828,1.2926,2.0346,0.3565,2326.62,4769.58,2644.55,0.0196
2,-2.7726,5.0454,-2.4415,3.3526,1.3515,1.2851,2.0261,1.5037,1.335,1.7494,1.5808,0.5136,0.3747,2282.03,4815.31,2372.69,0.0199
2,-2.7726,0.5936,0.5569,0.2293,2.3672,2.4797,1.2681,2.5251,2.3559,-0.6193,-0.201,0.2479,0.3641,2324.68,4820.14,2480.36,0.0211
2,-0.7981,0.407,1.2801,0.9864,0.9631,2.2848,2.4847,0.9013,1.1869,1.8713,1.1034,0.7343,0.3381,2211.62,4970.76,1896.27,0.023
2,-2.7726,-0.0213,-1.8782,-1.5437,1.9025,1.5423,1.751,2.5467,1.081,1.0519,2.3165,0.9546,0.3669,2517.17,4674.12,3043.36,0.0148
2,-2.7726,0.3946,-1.8983,1.2013,-0.275,0.9219,2.1244,1.8737,1.6094,2.5584,2.0147,2.0806,0.3627,2258.66,4732.33,2479.01,0.0159
2,-2.7726,-10.2435,0.199,1.4722,1.6808,1.5385,1.2933,2.4871,1.9244,1.5158,1.0496,0.2396,0.3765,2376.69,4855.98,2534.19,0.0216
2,-2.7726,-0.577,-1.5984,2.2389,0.9823,2.1851,1.8879,1.3541,1.5712,1.5345,1.3232,2.3943,0.3628,2302.88,4801.79,2464.21,0.0172
2,-2.7726,2.4225,-2.332,1.4648,2.2133,1.467,1.5518,1.1808,-0.0416,0.5177,-0.7048,-1.0226,0.3897,2253.66,4718.95,2396.91,0.0214
2,-2.7726,3.9853,1.5398,1.3927,0.8932,1.9957,0.9504,1.2205,2.7576,1.7735,2.3499,3.0497,0.3784,2181.91,4709.35,2396.91,0.0189
2,-2.7726,-0.4895,2.1047,4.1988,2.5961,1.7443,1.0524,0.8758,1.4142,2.0074,0.7881,2.2805,0.434,2474.68,4880.86,3167.18,0.0188
2,-2.7726,-0.0413,0.3871,0.9314,3.2021,1.9966,1.2389,1.6676,2.2672,0.7604,1.0676,0.9487,0.3811,2351.84,4849.13,2501.89,0.019
2,-2.7726,-2.7726,0.7601,2.334,1.7164,1.4924,1.1675,1.5925,1.7457,2.2515,1.6148,2.3256,0.3639,1995.51,4416.67,2208.5,0.0137
2,-2.7726,1.4109,-2.1858,1.795,1.5846,1.4892,1.9374,1.7352,1.8384,2.5743,1.8938,0.8023,0.4022,2325.7,4804.13,2711.84,0.0158
2,-2.7726,-1.0676,1.2312,2.9185,3.1964,3.2593,1.5661,1.8808,2.806,1.9807,1.606,1.8498,0.4255,2237.72,4704.19,2473.63,0.0187
2,-2.7726,-1.8622,2.2726,6.2823,3.2634,2.1073,2.2345,1.7179,1.7459,2.1277,1.883,0.7599,0.4201,2385.14,4926.7,2414.41,0.0219
2,-2.7726,-3.9749,1.1051,3.3762,1.1254,2.0704,1.2456,0.5482,1.4069,0.9113,0.605,2.5715,0.4611,2408.31,4760.92,2634.23,0.021
2,-2.7726,-4.498,-0.4755,-0.4638,1.3883,2.1524,0.8462,1.0953,1.6692,1.2367,0.3427,1.5325,0.3743,2599.27,4951.59,2779.13,0.0226
2,-2.7726,4.9195,-1.2342,5.5193,3.0159,2.3379,2.8494,1.9269,1.7197,1.905,1.6884,0.4086,0.4172,2299.8,4838.24,2388.84,0.0176
2,-2.7726,0.012,0.1631,0.3495,2.888,2.5647,1.6306,1.9462,1.5675,0.4113,1.3488,2.1364,0.3747,2262.35,4737.31,2500.54,0.0161
2,-2.7726,-1.6294,-0.6918,-0.4028,-0.6766,0.9516,1.9912,1.1203,1.1334,2.3408,0.9755,1.3372,0.3969,2354.42,4880.98,2561.11,0.0232
2,-2.7726,-2.5607,1.5121,-2.1578,1.538,-0.108,0.4178,0.0123,-0.2701,0.1989,1.0425,2.2198,0.3781,2361.76,4904.59,2543.61,0.0254
2,-2.7726,-3.8697,0.5071,0.8136,0.9527,1.4364,1.7356,1.2386,2.6783,2.3497,0.7392,2.1079,0.4026,2162.42,4548.73,2514.0,0.0164
2,-2.7726,-0.8868,2.5422,0.6154,2.0273,2.6702,1.1295,1.345,2.4536,0.7625,0.4714,2.2816,0.3742,2522.11,4906.73,2869.3,0.0206
2,-2.7726,-0.0992,-1.2921,0.3914,-0.5064,0.5307,1.5637,1.6807,0.643,1.0777,0.7658,1.1555,0.3725,2318.23,4722.14,2534.19,0.0204
2,-2.7726,1.0113,-1.1735,3.2211,1.3521,1.0056,1.5003,1.7388,1.6634,1.75,1.8715,0.8787,0.4086,2140.66,4654.57,2298.67,0.0195
2,-2.7726,3.4972,0.679,0.0015,0.3908,1.1608,1.1044,1.524,1.6731,0.827,1.464,2.5616,0.3801,2189.79,4758.92,2409.03,0.0167
2,-2.7726,-1.5127,-1.3241,3.1277,1.3461,1.6875,1.1618,1.4917,1.607,1.2743,1.8383,2.9383,0.4475,2214.37,4522.7,2628.85,0.0201
2,-2.7726,2.97,0.7172,0.7505,0.5677,1.1116,1.0734,1.7587,1.4497,1.0,1.2071,1.0277,0.3605,2198.63,4758.73,2466.9,0.0151
2,-2.7726,-1.3927,-2.6714,3.5224,1.6884,2.2332,1.9306,1.0496,1.4333,1.4043,0.2066,1.5251,0.393,2288.17,4741.91,2574.56,0.0165
2,-2.7726,1.5962,-1.2111,0.5327,1.5895,0.9545,2.2082,1.2935,-0.0172,0.5211,1.4424,0.8773,0.3731,2156.73,4587.13,2384.8,0.0165
2,-2.7726,-4.3269,-1.0405,0.4956,0.8758,1.614,-0.3413,-0.0316,0.9943,0.354,0.0369,1.2027,0.3664,2298.55,4789.28,2531.5,0.0219
2,-2.7726,-2.7726,-0.9178,-0.6244,-0.8853,0.6581,1.4719,0.4151,0.9012,2.0884,1.0713,0.4508,0.3346,2091.55,4452.58,2328.28,0.0185
2,-2.7726,0.5076,-1.6324,-1.5475,0.1437,0.2182,0.9547,1.5215,-0.344,0.1647,0.957,0.2677,0.3836,2272.4,4743.67,2763.43,0.0189
2,-2.7726,0.5403,-2.5767,0.314,-0.195,1.204,1.5218,0.3832,0.1748,1.3013,0.3297,0.3608,0.3582,2376.15,4692.5,2749.52,0.0166
2,-2.7726,0.7792,-2.3333,0.3713,0.9724,0.488,0.9946,1.1896,0.5157,0.41,1.0851,-0.4847,0.3727,2302.3,4785.56,2725.3,0.0191
2,1.7896,2.2555,1.1673,0.8518,1.6347,1.6788,1.3373,1.1702,0.5983,0.9316,1.841,1.3101,0.3741,2151.62,4993.36,1839.74,0.0244
2,-2.7726,-0.2183,-0.9301,4.9744,1.6135,1.7446,1.616,1.2713,1.6498,2.4343,1.556,2.3388,0.4012,2266.49,4681.33,2640.51,0.0192
2,-2.7726,0.1092,-0.4696,1.143,1.6473,1.061,1.0138,1.3428,0.13,0.3761,1.1759,0.2717,0.4002,2228.21,4741.86,2386.15,0.0196
2,-2.7726,-3.614,0.8775,1.9269,1.5254,1.8374,0.8834,0.9056,1.7751,1.2717,0.8144,1.9489,0.4706,2516.7,5048.01,3014.65,0.0219
2,-2.7726,0.2078,0.742,0.5986,0.1939,0.3736,0.756,0.9644,0.5545,0.9402,1.7546,1.2015,0.3866,2423.33,4951.74,2896.22,0.02
2,-2.7726,-1.1675,-3.9273,-0.3408,-0.8889,0.5981,1.4488,-1.199,-0.4736,0.1604,0.5661,1.0862,0.3465,2421.14,5093.85,2479.01,0.0254
2,-2.7726,1.313,2.0478,2.2424,0.9578,0.9487,0.9125,1.8816,0.9476,0.0475,1.3035,2.2317,0.3698,2298.66,4873.53,2378.07,0.0221
2,-2.7726,-3.1103,-1.5097,1.8847,0.1575,0.3617,1.1403,0.7035,0.3969,1.1651,0.7529,0.7777,0.3735,2214.54,4744.33,2367.31,0.0217
2,-2.7726,3.9492,0.141,0.0581,0.0396,0.5496,-0.0343,0.9857,0.9653,0.2994,0.9605,1.2484,0.3852,2223.32,4656.94,2433.25,0.0216
2,-2.7726,-1.5457,-5.7169,-0.2603,-2.2266,0.6022,2.0315,0.3341,0.3413,1.1036,0.9565,0.3791,0.4462,2201.81,4566.55,2537.33,0.0183
2,-2.7726,-3.9105,-0.5633,2.1579,0.7232,1.4235,1.1531,1.109,1.8574,0.8949,0.9083,1.7324,0.4132,2228.94,4788.43,2359.23,0.0201
2,-0.1082,0.7969,0.5069,1.4522,0.8369,0.2834,0.7143,0.7097,-0.0389,0.5741,0.9462,0.3076,0.4348,2335.71,5097.12,2051.04,0.0233
2,-2.7726,-1.6128,3.1652,0.6452,2.0112,2.059,0.136,0.5511,1.8,0.8629,0.6731,1.8998,0.4404,2430.34,4861.11,2688.96,0.0234
2,-2.7726,-2.7254,-1.7864,2.8534,0.3715,-0.006,1.308,0.3733,0.3005,1.7199,1.4822,1.252,0.4633,2250.72,4809.19,2326.93,0.0182
2,-2.7726,3.1333,0.6866,-0.177,0.4553,0.4308,0.5177,1.1788,1.3758,0.4212,0.4173,0.9561,0.4455,2509.98,5047.5,2888.14,0.0221
2,-2.7726,-4.5746,-2.3389,1.4576,-0.0184,-0.2838,1.0012,0.5208,0.0114,1.7536,1.4359,0.7581,0.472,2224.07,4713.27,2479.91,0.0216
2,-2.7726,-0.8187,-7.3964,-1.1781,-2.0247,0.1961,1.9861,1.6947,1.3717,1.3156,0.1198,0.3095,0.448,2511.84,5075.42,2643.2,0.0228
2,-2.7726,-2.0883,1.8286,-2.3998,0.4948,-0.4162,-0.1379,0.6595,0.0362,-0.9517,0.4401,0.4501,0.437,2417.45,4922.01,2575.91,0.0233
2,-2.7726,-8.5343,-0.5759,-1.1347,-1.5759,-0.1907,1.3872,-0.0907,-0.0943,1.3308,0.2412,0.1978,0.4322,2461.8,4922.56,2559.76,0.0227
2,-2.7726,0.6948,0.7982,0.7206,1.0927,0.9961,0.3763,0.6468,0.7507,-0.1937,-0.3137,0.6918,0.4155,2179.99,4629.3,2448.06,0.0205
2,-2.7726,3.4847,0.0549,3.4591,1.2395,0.7738,1.2289,0.4219,0.6388,1.2114,1.4059,0.0689,0.4769,2338.98,4818.71,2580.4,0.0164
2,-2.7726,-3.1173,-2.2614,1.8133,0.298,0.4247,1.9971,0.7607,0.8032,1.766,0.9917,1.7382,0.4112,2168.79,4644.06,2372.69,0.0188
2,-2.7726,0.5796,1.4561,1.5884,2.8077,1.8381,0.6393,1.5473,2.2009,1.5898,1.787,2.412,0.4361,2506.99,5129.84,2734.72,0.024
2,-2.7726,4.3182,0.9372,5.7217,2.4146,1.2014,1.656,0.3194,0.6191,1.5446,0.9814,0.6708,0.453,2320.97,4872.14,2581.29,0.0192
2,-2.7726,0.655,0.7862,2.6849,3.5576,2.7397,1.4777,1.8692,1.9723,1.2474,0.7915,1.7137,0.4746,2351.04,4953.99,2500.54,0.0212
2,-2.7726,-7.1316,-1.4759,2.4134,-0.4107,0.8489,1.6618,1.3425,1.3868,2.4853,1.7253,1.4468,0.4247,2254.66,4759.1,2575.91,0.0195
2,-2.7726,-3.5215,0.7744,1.8667,2.0355,1.0495,0.8843,2.1498,1.1548,1.1354,1.4231,0.5513,0.4869,2729.39,4830.32,3310.73,0.0164
2,-2.7726,1.2496,0.5085,4.4665,2.4017,1.5015,1.8211,1.487,1.1436,2.0274,2.9263,1.987,0.4803,2259.97,4859.61,2409.03,0.0216
2,-2.7726,-2.6442,1.3295,2.0395,2.9763,2.8719,1.2516,1.5022,2.0453,1.491,1.5017,2.0967,0.4836,2083.41,4594.14,2402.3,0.0169
2,-2.7726,1.796,-0.3676,4.4805,2.1524,2.1553,2.3903,1.7676,2.0062,2.4038,2.0975,1.373,0.4323,1977.83,4528.09,2317.51,0.0162
2,-2.7726,-3.0311,-0.3817,0.7188,2.1866,2.3191,0.4229,0.9115,2.0178,0.5024,1.2746,2.3479,0.426,2129.17,4726.58,2351.16,0.0157
2,-2.7726,0.5959,3.1915,-2.173,2.0487,2.1903,0.2823,0.9194,0.9462,1.6627,2.2331,0.728,0.4283,2346.54,4929.71,2598.79,0.017
2,-2.7726,-0.497,-5.9883,-0.0041,-1.5875,0.7306,2.23,1.4828,1.5372,2.9315,1.0771,0.9371,0.4742,2404.91,4902.62,2679.09,0.022
2,-2.7726,-1.5261,-2.1907,1.2892,0.8526,1.2169,1.8654,1.064,1.5456,2.6701,1.4268,1.6118,0.4018,2299.11,4837.43,2449.4,0.0197
2,-2.7726,-2.5572,3.9106,-2.1201,1.1123,0.6961,1.3208,1.6057,0.6197,0.6646,1.5623,1.5108,0.3932,2458.4,5059.39,2586.68,0.0262
2,-2.7726,-0.3082,0.6635,3.2134,1.5127,1.8056,1.4897,1.4091,1.7775,1.5618,1.0559,1.5034,0.4284,2416.66,5057.33,2495.16,0.0236
2,-2.7726,2.1332,2.2803,-1.0194,1.9427,2.1644,1.5725,2.432,0.9311,0.8016,2.1958,0.7898,0.4122,2304.49,4799.97,2699.73,0.0195
2,-2.7726,0.9409,-2.0972,2.8815,1.6337,2.2453,1.1125,1.3148,1.7048,1.2997,0.89,1.8694,0.3951,2153.28,4617.05,2444.02,0.0186
2,-2.7726,1.1033,-1.3434,1.2322,1.3226,1.4927,2.0153,2.1692,1.4901,1.4845,2.8589,0.9407,0.4157,2298.55,4857.99,2643.2,0.0177
2,-0.2792,0.3565,0.9954,2.7224,2.0501,2.1908,2.9923,0.7501,0.9614,1.7179,2.8252,1.7851,0.4075,2035.99,4779.73,1971.63,0.0168
2,-2.7726,-2.6088,4.2131,0.7939,2.2231,2.8654,1.3945,1.172,2.7153,1.3509,1.3764,2.2435,0.4428,2321.81,4979.13,2501.89,0.0184
2,-2.7726,-2.7726,3.1725,5.8967,2.4239,1.9915,2.4392,1.5178,1.0878,2.247,1.2887,1.8375,0.4026,2038.72,4511.89,2503.23,0.0152
2,0.8189,4.5791,1.4335,0.9818,1.6719,0.9087,1.2347,2.1769,1.7131,0.7597,1.4014,2.0152,0.4114,1995.59,4734.96,2001.24,0.0132
2,-2.7726,-2.7726,0.681,0.2264,1.2363,2.5842,3.256,1.9719,1.8388,2.7136,1.7322,1.7436,0.3628,2093.3,4561.51,2503.23,0.0164
2,-2.7726,-0.9348,6.3515,-1.0756,2.01,0.5274,0.6813,1.247,1.547,1.7487,2.2193,1.906,0.4608,2079.15,4556.8,2582.19,0.0127
2,-2.7726,2.2113,0.2604,-0.5568,2.1102,2.0332,1.1357,1.9988,1.8081,0.7536,1.4691,0.922,0.4033,2018.64,4550.54,2344.43,0.0117
2,-2.7726,-2.7726,1.5925,1.8679,1.4891,2.2084,0.76,0.9043,1.7712,0.8276,1.1667,1.4281,0.3758,1836.64,4215.15,1964.9,0.0159
